餐廳名稱,Ranking,評論數,餐廳類型,餐廳區域,電話,地址
新馬辣經典麻辣鍋-漢中店,4.7,"4,027",火鍋,台北市萬華區,02 2311 2775,108台北市萬華區漢中街52號6樓
萬華蘿蔔排骨湯/鱸魚湯 龍山寺美食 台北美食,4.1,100,小餐館 (Bistro),台北市萬華區,02 2302 5578,108台北市萬華區三水街78號
阿春媽媽涼麵店 (張春涼麵),4.3,"1,488",冷麵店,台北市萬華區,02 2301 3417,108台北市萬華區中華路二段401號
臭之霸臭臭鍋,4.3,281,火鍋,台北市萬華區,02 2309 2506,108台北市萬華區西園路二段284號
老店,3.2,45,廣東料理,台北市萬華區,02 2331 0986,108台北市萬華區昆明街172-1號
單眼皮双眼皮早餐輕食,3.8,166,早午餐,台北市萬華區,02 2307 9296,108台北市萬華區德昌街2號1樓
合心素食,4.2,36,餐廳,台北市萬華區,02 2301 1627,108台北市萬華區民和街76號
許記肉羹,4.0,22,餐廳,台北市萬華區,NA,108台北市萬華區萬大路486巷59弄26號
源球素食,4.4,23,嚴格素食料理,台北市萬華區,02 2301 6191,108台北市萬華區東園街66巷37弄58號
蔡家美素館,4.4,49,餐廳,台北市萬華區,02 2305 5320,108台北市萬華區民和街8號
南海漁村 萬華店,4.0,917,熟食店,台北市萬華區,02 2302 7799,108台北市萬華區南寧路72號
三葉餐廳,3.8,10,餐廳,台北市萬華區,NA,108台北市萬華區西園路一段212巷6號
程味珍,3.7,"2,995",餐廳,台北市萬華區,02 2388 5268,108台北市萬華區西寧南路63之2號
PIZZA HUT必勝客-萬大外送店,3.8,231,披薩外帶,台北市萬華區,02 2332 5753,10863台北市萬華區萬大路202號
東園排骨飯,3.8,34,餐廳,台北市萬華區,02 305 8937,108台北市萬華區東園街181號號
Mr. 牛排,4.0,649,牛扒,台北市萬華區,02 2309 9696,108台北市萬華區寶興街107號
肯德基KFC-台北峨嵋餐廳,3.7,"1,950",快餐,台北市萬華區,02 2331 4392,108台北市萬華區峨嵋街14-16號
食焱廠創意鍋物-Delectable Hot Pot Lab,4.6,"1,491",火鍋,台北市萬華區,02 2375 6009,108台北市萬華區昆明街146號
潮味決‧麻辣燙‧燒滷味 台北萬大店,3.5,142,餐廳,台北市萬華區,02 2307 8107,108台北市萬華區萬大路282號1樓
大家樂餐廳,3.2,11,夜總會,台北市萬華區,NA,108台北市萬華區西園路一段212巷16號
新馬辣經典麻辣鍋-昆明店,4.5,"3,030",火鍋,台北市萬華區,02 2311 7066,108台北市萬華區昆明街37號2F
小王子一號店（萬華總店）,3.4,254,早午餐,台北市萬華區,02 2332 4619,108台北市萬華區寶興街63號
钱都日式涮涮锅,3.7,262,涮涮鍋,台北市萬華區,02 2337 0212,10864台北市萬華區西園路二段181號
阿義餃子館,4.5,52,餃子,台北市萬華區,02 2303 6265,108台北市萬華區德昌街81號
日日早餐,4.5,52,早餐,台北市萬華區,02 2303 9768,10868台北市萬華區德昌街70號
三Q麵食餐館,4.4,80,麵店,台北市萬華區,02 2303 9733,108台北市萬華區東園街103號
馬辣頂級麻辣鴛鴦火鍋-西門店,4.3,"8,045",火鍋,台北市萬華區,02 2314 6528,108台北市萬華區西寧南路157號2f
Green Morning 格林早餐吧,4.4,128,早餐,台北市萬華區,02 2307 6610,108台北市萬華區東園街164號
金花碳烤吐司專賣,3.5,"1,483",早午餐,台北市萬華區,0905 663 001,108台北市萬華區內江街21號1樓
阿昌意麵,4.2,387,擔擔麵專門店,台北市萬華區,02 2332 3535,108台北市萬華區民和街4號 號
大悶鍋小火鍋臭臭鍋專賣店,3.9,210,火鍋,台北市萬華區,02 2305 3230,108台北市萬華區東園街28巷53號
牛店精燉牛肉麵,4.4,"3,128",中式麵食,台北市萬華區,02 2389 5577,108台北市萬華區昆明街91號
勝益小吃,3.7,36,餐廳,台北市萬華區,02 2337 7531,108台北市萬華區東園街28巷15號
中原市場海鮮拉麵,4.1,141,拉麵,台北市萬華區,0939 675 979,108台北市萬華區西園路二段140巷33號
梁社漢排骨-西園店,3.7,233,台灣菜,台北市萬華區,02 2309 0129,108台北市萬華區西園路二段216號之1號
山文治,3.8,587,早餐,台北市萬華區,02 2381 6680,108台北市萬華區西寧南路189號
格萊天漾大飯店 Great Skyview,4.0,"2,646",餐廳,台北市萬華區,02 2338 3366,108台北市萬華區艋舺大道101號號 13~16樓
健康素食養生家 (Vegan 純素),4.1,9,嚴格素食料理,台北市萬華區,02 2339 5657,108台北市萬華區東園街189號
丸亀製麵 家樂福桂林店 烏龍麵專賣所,4.0,61,餐廳,台北市萬華區,080 000 0063,108台北市萬華區桂林路1號4樓
咖哩飯+蛋包蝦仁湯,3.6,42,餐廳,台北市萬華區,NA,108台北市萬華區東園街28巷44號
萬華佳佳香鍋貼,4.2,648,餃子,台北市萬華區,02 2307 1669,108台北市萬華區東園街221號
阿財虱目魚肚,3.6,"1,926",餐廳,台北市萬華區,02 2370 3378,108台北市萬華區內江街53號
好友鵝肉切仔麵,3.8,66,擔擔麵專門店,台北市萬華區,02 2339 2822,108台北市萬華區寶興街89號號
萬國酸菜麵,4.1,695,麵店,台北市萬華區,02 2370 8643,108台北市萬華區漢口街二段80號
美鳳小吃攤,4.0,3,中國菜,台北市萬華區,02 2309 3369,108台北市萬華區德昌街134號
阿宗麵線,4.0,"12,186",麵店,台北市萬華區,02 2388 8808,108台北市萬華區峨眉街8-1號
Q Burger 萬華雙園店,3.7,289,早午餐,台北市萬華區,02 2308 7655,108台北市萬華區雙園街15號
陳記專業蚵仔麵線,4.1,"3,266",麵店,台北市萬華區,02 2304 1979,108台北市萬華區和平西路三段166號
粒粒香 炒飯專賣店,3.4,39,中菜館,台北市萬華區,02 2307 5686,108台北市萬華區東園街28巷40號對面
初曼咖啡,4.1,391,咖啡廳,台北市萬華區,02 2371 6882,108台北市萬華區武昌街二段83-8號1樓
凱達大飯店,4.1,"7,011",酒店,台北市萬華區,02 2306 6777,108台北市萬華區艋舺大道167號
麥味登萬華寶興,3.3,183,早午餐,台北市萬華區,02 2339 5976,108台北市萬華區寶興街109號
江蘇水煎包/台北水煎包/萬華美食/萬華小吃/萬華水煎包/萬華下午茶/萬華小吃推薦,4.2,43,中式包點店,台北市萬華區,0916 366 879,108台北市萬華區寶興街85號
素粽 - 天品香積廚坊,3.8,43,素食料理,台北市萬華區,02 2309 8526,10873台北市萬華區富民路145巷15弄82號1樓
台北牛乳大王（萬大店）,3.6,531,快餐,台北市萬華區,02 2305 8656,108台北市萬華區萬大路425-1號
八方雲集 (萬華西園店),3.6,152,餃子,台北市萬華區,02 2338 0176,108台北市萬華區西園路二段178號
18號廚房,2.9,44,早餐,台北市萬華區,02 2337 8080,108台北市萬華區東園街18號
CHO CAFE 町‧如固咖啡,4.3,664,咖啡廳,台北市萬華區,02 2312 1123,108台北市萬華區昆明街113號
貓咪貓咪G3 台北西門桌遊店（有飲料，無供餐，可外食）,4.9,394,娛樂機構,台北市萬華區,0974 027 385,108台北市萬華區西寧南路36號 二樓 56-57室
名廚什錦麵(原萬華古早味的什錦麵),3.4,"1,352",什錦麵館,台北市萬華區,02 2308 0313,108台北市萬華區興寧街52號
牡丹露天咖啡餐廳 Mudon,4.4,8,咖啡店,台北市萬華區,02 2370 0940,108台北市萬華區成都路10巷43號
DOTEL Coffice Ximen 西門町手沖咖啡館,4.7,179,咖啡店,台北市萬華區,02 2371 1225,10843台北市萬華區雅江街2號
鴻達餐廳,2.9,20,餐廳,台北市萬華區,NA,108台北市萬華區三水街112號
小張牛肉麵,4.3,7,中式麵食,台北市萬華區,0917 838 908,108台北市萬華區萬大路173號
STARBUCKS 星巴克 (艋舺門市),4.5,"2,832",咖啡廳,台北市萬華區,02 2302 8643,108台北市萬華區西園路一段306巷24號
珍香鍋貼水餃專賣店,3.8,95,餃子,台北市萬華區,02 2305 1695,108台北市萬華區萬大路271號
八拾捌茶輪番所,4.2,915,茶藝館,台北市萬華區,02 2312 0845,108台北市萬華區中華路一段174號
無名清粥,3.4,18,粥餐廳,台北市萬華區,NA,108台北市萬華區東園街26號
孫東寶萬華萬大店,3.6,992,美式扒房,台北市萬華區,02 2337 8099,108台北市萬華區萬大路380號
S&D萬華東園店,3.8,298,咖啡廳,台北市萬華區,02 2303 9838,108台北市萬華區東園街28巷11號
家樂福 桂林店,4.1,"19,499",大型超級市場,台北市萬華區,02 2388 9887,108台北市萬華區桂林路1號
一甲子餐飲 - 祖師廟焢肉飯、刈包,4.4,"2,889",熟食店,台北市萬華區,02 2311 5241,108台北市萬華區康定路79號
大岡山羊肉,3.5,95,火鍋,台北市萬華區,02 2303 1333,108台北市萬華區東園街28巷55號
聽吧 tingba,4.3,40,酒吧,台北市萬華區,02 2375 2075,108台北市萬華區武昌街二段77號5樓
蜂大咖啡,4.0,"4,000",咖啡店,台北市萬華區,02 2331 6110,108台北市萬華區成都路42號
八方雲集 (萬華青年店),3.4,291,餃子,台北市萬華區,02 2337 5486,108台北市萬華區青年路50號
九日咖啡 自家烘焙（老店）,4.3,120,咖啡廳,台北市萬華區,02 2306 2885,108台北市萬華區廣州街213號
LOUISA COFFEE 路易莎咖啡 (桂林店),4.0,664,咖啡廳,台北市萬華區,02 2308 5252,108台北市萬華區桂林路26號
點心攤,4.0,672,熟食店,台北市萬華區,02 2307 7170,108台北市萬華區萬大路196號
富星餐廳,3.4,65,酒吧,台北市萬華區,02 2302 1948,"號, No. 15梧州街12巷萬華區台北市108"
小王煮瓜（小王清湯瓜仔肉）－萬華美食.龍山寺美食.華西街美食.必比登台北美食.黑金魯肉飯,4.1,"3,842",熟食店,台北市萬華區,02 2370 7118,108台北市萬華區華西街17之4號
旺旺屋,4.5,46,咖啡店,台北市萬華區,02 2304 0446,108台北市萬華區康定路287巷26-1號
青年公園,4.3,"11,548",城市公園,台北市萬華區,NA,108台北市萬華區水源路199號
豪景大酒店,3.7,"1,294",酒店,台北市萬華區,02 2311 3131,108台北市萬華區環河南路一段77號
何家排骨酥,4.2,732,熟食店,台北市萬華區,02 2311 6199,108台北市萬華區貴陽街二段110號
廣州街觀光夜市,4.0,"9,944",夜市,台北市萬華區,NA,108台北市萬華區廣州街
象泰泰手工泰式奶茶店,4.7,206,冰品飲料店,台北市萬華區,0930 875 020,108台北市萬華區武昌街二段100號
誠品書店 西門店,4.4,"1,172",書店,台北市萬華區,02 2388 6588,108台北市萬華區峨眉街52號3樓
臺北華西街夜市,3.8,"6,692",夜市,台北市萬華區,02 2388 1818,108台北市萬華區華西街
西門日記旅店,3.8,539,酒店,台北市萬華區,02 2311 2522,108台北市萬華區中華路一段90號12樓
誠品生活 西門店,4.1,"13,114",百貨公司,台北市萬華區,02 2388 6588,108台北市萬華區峨眉街52號
凱達大飯店附屬停車場,3.3,296,室內停車場,台北市萬華區,02 2306 6777,10851台北市萬華區艋舺大道260號
銀河酒吧 - 豪景大酒店,2.8,11,酒吧,台北市萬華區,02 2311 3131,108台北市萬華區環河南路一段77號1F
萬華親子館,4.6,653,兒童館,台北市萬華區,02 2304 7468,108台北市萬華區水源路199號2F
龍山寺,4.5,"35,703",佛寺,台北市萬華區,02 2302 5162,10853台北市萬華區廣州街211號
Amo阿默典藏蛋糕台北萬華創始店,4.4,374,西餅店,台北市萬華區,02 2306 3752,108台北市萬華區艋舺大道184號
永富冰淇淋,4.3,"2,469",冰淇淋,台北市萬華區,02 2314 0306,108台北市萬華區貴陽街二段68號
萬華林建發仙草冰燒仙草,4.3,"1,274",冰品飲料店,台北市萬華區,02 2302 9044,108台北市萬華區艋舺大道138號
羅家擔仔麵,4.0,130,熟食店,台北市萬華區,02 2302 7660,108台北市萬華區環河南路二段125巷9號
WESTGATE Hotel 永安棧,4.3,"1,144",酒店,台北市萬華區,02 2331 3161,108台北市萬華區中華路一段150號
悠鱻ㄒㄧㄢ麵線（萬華人氣腸蚵海鮮創作麵線）,4.4,367,熟食店,台北市萬華區,0955 705 416,108台北市萬華區西園路一段221號
伯爵的甜羹,4.8,63,咖啡店,台北市萬華區,0915 258 912,108台北市萬華區廣州街54號
西門紅樓,4.2,"13,530",歷史建築,台北市萬華區,02 2311 9380,108台北市萬華區成都路10號
源芳刈包,4.3,397,熟食店,台北市萬華區,02 2381 0249,108台北市萬華區華西街17-2號
萬華,4.0,364,火車站,台北市萬華區,NA,108台北市萬華區
東石順蚵仔煎小吃店,4.1,"1,260",熟食店,台北市萬華區,02 2381 3535,108台北市萬華區西昌街104號
本願豆花店 Origin Tofu Pudding,4.2,630,熟食店,台北市萬華區,0928 978 980,108台北市萬華區貴陽街二段1號
茗時序茶飲西門店,4.2,129,冰品飲料店,台北市萬華區,02 2375 1636,108台北市萬華區昆明街101號
艋舺青山宮,4.0,957,寺廟,台北市萬華區,02 2382 2296,108台北市萬華區貴陽街二段218號
老天祿滷味,3.9,"5,129",熟食店,台北市萬華區,02 2361 5588,108台北市萬華區武昌街二段55號
國賓大戲院,4.3,"5,642",戲院,台北市萬華區,02 2361 1223,108台北市萬華區成都路88號
MONGA161,4.1,466,各種意大利麵,台北市萬華區,02 2388 3582,108台北市萬華區貴陽街二段177號
艋舺清水巖,4.3,330,寺廟,台北市萬華區,02 2371 1517,108台北市萬華區康定路81號
獅子林商業大樓,3.5,"2,339",百貨公司,台北市萬華區,02 2314 3111,108台北市萬華區西寧南路36號
天仁喫茶趣ToGo 誠品西門店,3.0,38,珍珠奶茶,台北市萬華區,02 2331 3098,108台北市萬華區峨眉街52號
籌學費餐廳,4.4,293,台灣菜,台北市信義區,02 2345 1398,110台北市信義區光復南路417巷37號
JOYCE EAST,4.3,450,歐式料理,台北市信義區,02 8789 6128,110台北市信義區信義路五段128號
Woolloomooloo,4.0,"3,049",澳洲菜,台北市信義區,02 8789 0128,110台北市信義區信義路四段379號
MiraWan,4.3,313,法國菜,台北市信義區,02 2345 5222,110台北市信義區松智路17號47樓
亞米小廚 yummy kitchenette,4.7,468,餐廳,台北市信義區,02 2765 2332,110台北市信義區永吉路30巷101弄16號
JK STUDIO 新義法料理│信義區餐廳│戰斧牛排│戰斧豬排│聚餐│約會│包場,4.7,"1,526",餐廳,台北市信義區,02 2766 1891,11064台北市信義區基隆路一段147巷5弄13號
開丼台北101店,5.0,13,食堂與定食餐廳,台北市信義區,02 8101 7858,"B1樓, No. 45號市府路信義區台北市110"
飯BAR Station 信義微風店,4.3,"1,412",中國菜,台北市信義區,02 2729 9697,110台北市信義區忠孝東路五段68號4F
HIVE 巢 • 餐廳,4.6,592,西部料理,台北市信義區,02 8786 0020,110台北市信義區逸仙路42巷19號
French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館,4.7,"2,299",現代英國料理,台北市信義區,02 2766 9663,110台北市信義區忠孝東路四段553巷22弄51之1號1樓
Chope Chope Eatery,4.9,13,新加坡菜,台北市信義區,02 2723 8118,110419台北市信義區松高路19號四樓
PapàRoy 義式手作料理,4.8,243,意大利菜,台北市信義區,02 2925 1968,110台北市信義區忠孝東路四段553巷16弄10號
頂鮮台南擔仔麵 台北101店 (DingXian Taipei),4.7,"4,406",海鮮,台北市信義區,02 8101 8686,110台北市信義區信義路五段7號86樓
11 Cafe《早午餐&創意義大利麵專賣店》,4.6,"1,414",餐廳,台北市信義區,02 8787 5891,110台北市信義區忠孝東路四段553巷12號
A.I.O餐廳（all In One Restaurants),4.7,341,海鮮,台北市信義區,02 2767 7058,110台北市信義區基隆路一段101巷23號
Kame House 夏威夷餐廳-信義人氣鐵板燒|特色鐵板燒|巷弄美食|在地推薦鐵板燒|必吃美食|鐵板燒套餐推薦,4.7,137,夏威夷料理,台北市信義區,02 8786 9466,110台北市信義區逸仙路32巷13號
Tiny Italy 小義大利餐廳,4.6,118,意大利菜,台北市信義區,0929 395 957,110台北市信義區基隆路一段190巷9號1樓
Salt and Stone,4.4,"1,230",餐廳,台北市信義區,02 8101 8177,110台北市信義區市府路45號
世貿名人坊,4.5,243,廣東料理,台北市信義區,02 2723 2938,110台北市信義區基隆路一段333號34樓
theDiner 樂子(信義旗艦店),4.0,"2,497",美國菜,台北市信義區,02 7737 5055,110台北市信義區松壽路12號
開丼台北101店,5.0,13,食堂與定食餐廳,台北市信義區,02 8101 7858,"B1樓, No. 45號市府路信義區台北市110"
飯BAR Station 信義微風店,4.3,"1,412",中國菜,台北市信義區,02 2729 9697,110台北市信義區忠孝東路五段68號4F
HIVE 巢 • 餐廳,4.6,592,西部料理,台北市信義區,02 8786 0020,110台北市信義區逸仙路42巷19號
Arabian Nights,4.3,525,巴基斯坦菜,台北市信義區,02 2727 1662,110台北市信義區信義路六段93號
French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館,4.7,"2,299",現代英國料理,台北市信義區,02 2766 9663,110台北市信義區忠孝東路四段553巷22弄51之1號1樓
Chope Chope Eatery,4.9,13,新加坡菜,台北市信義區,02 2723 8118,110419台北市信義區松高路19號四樓
PapàRoy 義式手作料理,4.8,243,意大利菜,台北市信義區,02 2925 1968,110台北市信義區忠孝東路四段553巷16弄10號
頂鮮台南擔仔麵 台北101店 (DingXian Taipei),4.7,"4,406",海鮮,台北市信義區,02 8101 8686,110台北市信義區信義路五段7號86樓
11 Cafe《早午餐&創意義大利麵專賣店》,4.6,"1,414",餐廳,台北市信義區,02 8787 5891,110台北市信義區忠孝東路四段553巷12號
A.I.O餐廳（all In One Restaurants),4.7,341,海鮮,台北市信義區,02 2767 7058,110台北市信義區基隆路一段101巷23號
